compiler,version,case,optimization,status,compile_exit,load_pointers,decorated_pointers,storage_buffer_capability,spirv_val_exit,source_sha256,spirv_sha256
S1,2026.1-52-gc8ddf20bb,byte_param,-O0,missing_both,0,1,0,False,0,650d46e37f3e435ad3a69facaafeed8f8d874eda76d6ce3d476ffc3e0082faec,27e41b31d6f4933beafe12388273ec9a1f34993393bfc77b5433c6f234022271
S1,2026.1-52-gc8ddf20bb,byte_param,-O3,missing_both,0,1,0,False,0,650d46e37f3e435ad3a69facaafeed8f8d874eda76d6ce3d476ffc3e0082faec,b8e0cc23c9a3c0b49670daf9d5c267dccad284a98c8d4c24376a69d076725c9e
S1,2026.1-52-gc8ddf20bb,byte_return,-O0,missing_both,0,1,0,False,0,c5e45b4930eead5e64b3754ad8d2c64f2d9b0586ac86ee843679f0d28e6a06c5,1310e944bd69ca0327615e9bd9b207746cc8224ded7bcfc6f82ba63e93653d2e
S1,2026.1-52-gc8ddf20bb,byte_return,-O3,missing_both,0,1,0,False,0,c5e45b4930eead5e64b3754ad8d2c64f2d9b0586ac86ee843679f0d28e6a06c5,b8e0cc23c9a3c0b49670daf9d5c267dccad284a98c8d4c24376a69d076725c9e
S1,2026.1-52-gc8ddf20bb,byte_helper_index,-O0,missing_both,0,1,0,False,0,903f885049f0a58d5ef756b58216a475572b2c6a119db510d2669937a0af6312,a61a8df5b7dda5d0e5f2ad26913d34cad00071c7e74fd41b5cb0721250172c55
S1,2026.1-52-gc8ddf20bb,byte_helper_index,-O3,missing_both,0,1,0,False,0,903f885049f0a58d5ef756b58216a475572b2c6a119db510d2669937a0af6312,b8e0cc23c9a3c0b49670daf9d5c267dccad284a98c8d4c24376a69d076725c9e
S1,2026.1-52-gc8ddf20bb,byte_templated_local,-O0,missing_both,0,1,0,False,0,96038068e89a56878674415650d857f2aa5a7d90258eb7e03d720eb539fb7ff5,3c2e5111977a5f498550b1fdeff97fdcd10088f89a389a033d267b373bd28bc3
S1,2026.1-52-gc8ddf20bb,byte_templated_local,-O3,missing_both,0,1,0,False,0,96038068e89a56878674415650d857f2aa5a7d90258eb7e03d720eb539fb7ff5,00091a85811ff87176c996af15ed5a85891be69ece1debf475c59c6f276d3baa
S1,2026.1-52-gc8ddf20bb,structured_direct,-O0,missing_both,0,1,0,False,0,dcc4b9eb3f281dba5ca7723c64335f04b5e8a2a3fa445ad06b8b01f26bdebe52,554db13b9570aa0b9c0065f0702e66c93de86b5865ae24985cadd9684d59d70a
S1,2026.1-52-gc8ddf20bb,structured_direct,-O3,missing_both,0,1,0,False,0,dcc4b9eb3f281dba5ca7723c64335f04b5e8a2a3fa445ad06b8b01f26bdebe52,d60c9fa00cadfe898384adb8f51cf4678d97710ab05de61c59745d74e72fb3f8
S1,2026.1-52-gc8ddf20bb,structured_local,-O0,missing_both,0,1,0,False,0,37ab0b51e94bd48a9c311e308d527c1be2a3dd80232d39c6c5f54dd981caa37c,5197900a782a9e7ff008cf2ccb709a6a21a12b659e6a56c687fc0ae3c3754617
S1,2026.1-52-gc8ddf20bb,structured_local,-O3,missing_both,0,1,0,False,0,37ab0b51e94bd48a9c311e308d527c1be2a3dd80232d39c6c5f54dd981caa37c,8ef1c60db18c3051b721880c2f5529a0899b7e4e1314d8727f052615ef0e9260
S1,2026.1-52-gc8ddf20bb,rwbyte_local,-O0,missing_both,0,1,0,False,0,4e5ccb275ad3d0183c493fd8af3c8a9504a5b0d365ed2534227a75ee4c01e938,efada9893e8f5f8ab37eff48b2aa4df1b8dd32d5384f8065f8f42937d0f082a1
S1,2026.1-52-gc8ddf20bb,rwbyte_local,-O3,missing_both,0,1,0,False,0,4e5ccb275ad3d0183c493fd8af3c8a9504a5b0d365ed2534227a75ee4c01e938,cc9027b988cdb611a99214501a2361bffa820c92e30c081c52b9d6b6b8d6ffe0
S1,2026.1-52-gc8ddf20bb,byte_helper_annotated_arg,-O0,missing_both,0,1,0,False,0,9412743811d9351e2f36a9bf1e9cfd1debc34fa33af224cbdb036fc84e0959e4,bc1c2657bba6cbc2565a063346f548c387c4eb94382a7b061ec0c206a0004d40
S1,2026.1-52-gc8ddf20bb,byte_helper_annotated_arg,-O3,missing_both,0,1,0,False,0,9412743811d9351e2f36a9bf1e9cfd1debc34fa33af224cbdb036fc84e0959e4,cc7d71b190abfac674ec282852d69b86b4a7f53cf34343a1210609e39d774413
S1,2026.1-52-gc8ddf20bb,byte_index_rewrapped,-O0,missing_both,0,1,0,False,0,42d4e1f90d824e3270241de5d62e7d13231ac0da4471d42d0e7c24f9f1b7555b,13ca4e5529da2a088a3ee493c25f436b297b24936a46547d91696ee13c9dea0f
S1,2026.1-52-gc8ddf20bb,byte_index_rewrapped,-O3,missing_both,0,1,0,False,0,42d4e1f90d824e3270241de5d62e7d13231ac0da4471d42d0e7c24f9f1b7555b,2adff08a4d509452aca3cf076e8fcd79aa0fcdfb92d32b0804d2b51d3b890485
S1,2026.1-52-gc8ddf20bb,fixed_byte_local,-O0,missing_both,0,1,0,False,0,bc494ff46db6fa598baf4e4c2e67897f84e15f46e9067cf8bb259e4e05a96874,bdc66b8e604ad029dc7388eb48d503d3ffe9bdb2a92767636f9f162af427e6f3
S1,2026.1-52-gc8ddf20bb,fixed_byte_local,-O3,missing_both,0,1,0,False,0,bc494ff46db6fa598baf4e4c2e67897f84e15f46e9067cf8bb259e4e05a96874,1c2ac2e9c3b6d02e0afa0b2bd44e4b62cb8f0c55b7f17130a43a46a758c5988d
S1,2026.1-52-gc8ddf20bb,fixed_byte_direct,-O0,missing_both,0,1,0,False,0,64442c84724469610ca0f9ac321881e9c6b7bd7050a44c25069f513e37827c8b,96f42ead1310d84cbba2d3cc7fe9ab600c1c8136b113aee90957e32d0c0218d1
S1,2026.1-52-gc8ddf20bb,fixed_byte_direct,-O3,missing_both,0,1,0,False,0,64442c84724469610ca0f9ac321881e9c6b7bd7050a44c25069f513e37827c8b,6a374a81727dcb15b17575978707e78cb87008a9636f135199c0dd4b7daf07d3
S1,2026.1-52-gc8ddf20bb,byte_uniform,-O0,uniform_control,0,1,0,False,0,e4c6dcc1e806b9a7dac28f2d163eceae1d0c38952624ed451e4b43071856e56a,dd5688556bdaeb7d150522c0465ceea7e1b865f7d81488fdb6a3bda2e4233aa7
S1,2026.1-52-gc8ddf20bb,byte_uniform,-O3,uniform_control,0,1,0,False,0,e4c6dcc1e806b9a7dac28f2d163eceae1d0c38952624ed451e4b43071856e56a,49478d81f5130f9390b6bb6dda9e93aa828554c5904c6c0fce95ce96547b12e0
S1,2026.1-52-gc8ddf20bb,byte_noinline_arg,-O0,missing_both,0,1,0,False,0,b9caceade143e7616c1ca2de2c31d2d04866e04844082a3555e52a08b448136f,bc1c2657bba6cbc2565a063346f548c387c4eb94382a7b061ec0c206a0004d40
S1,2026.1-52-gc8ddf20bb,byte_noinline_arg,-O3,missing_both,0,1,0,False,0,b9caceade143e7616c1ca2de2c31d2d04866e04844082a3555e52a08b448136f,cc7d71b190abfac674ec282852d69b86b4a7f53cf34343a1210609e39d774413
S1,2026.1-52-gc8ddf20bb,byte_noinline_inside,-O0,missing_both,0,1,0,False,0,57d0c677ebb0f24e6913313d18276179789db0d3fed00b4b82a8cb0281250aa1,a61a8df5b7dda5d0e5f2ad26913d34cad00071c7e74fd41b5cb0721250172c55
S1,2026.1-52-gc8ddf20bb,byte_noinline_inside,-O3,missing_both,0,1,0,False,0,57d0c677ebb0f24e6913313d18276179789db0d3fed00b4b82a8cb0281250aa1,b8e0cc23c9a3c0b49670daf9d5c267dccad284a98c8d4c24376a69d076725c9e
S2,2026.18.3,byte_direct,-O0,correct,0,1,1,True,0,343416c9b836f13a25aaf5fab01b068b0db23d708b4eb1360907f8603557bf31,e5b478998fcf131f6fa3cb5abb4cc025ff2a0dbee8ca8f966baa376c54e71f7a
S2,2026.18.3,byte_direct,-O3,correct,0,1,1,True,0,343416c9b836f13a25aaf5fab01b068b0db23d708b4eb1360907f8603557bf31,8d2fb96be41ab01a0c7049bf93d42c5096268377c77b9a6a9418e9c5e598c883
S2,2026.18.3,byte_local,-O0,correct,0,1,1,True,0,1111f27995d472931cac4526d21aef3f56737959a56adf95e2e505eadbaddf18,f25481c33902c5844d1470aca0ead8cfc7e08eb68eafbf8555e1bbcce43580a7
S2,2026.18.3,byte_local,-O3,correct,0,1,1,True,0,1111f27995d472931cac4526d21aef3f56737959a56adf95e2e505eadbaddf18,8e88f2e25e9dc37619374ce00e37d8837359a9a84a5e8c62be17486c4e933add
S2,2026.18.3,byte_index_local,-O0,correct,0,1,1,True,0,cae25631df79df1285e5a7cc77565be9ac32c50b580a6d7f5f5fea6029e1619d,0256e67b3bccc6182ffacf447815302230e79e65caae408692cc06a488828d68
S2,2026.18.3,byte_index_local,-O3,correct,0,1,1,True,0,cae25631df79df1285e5a7cc77565be9ac32c50b580a6d7f5f5fea6029e1619d,015a821aec7734f70aba59bd6b7353a11582bcbc17ce0ee138ca2352498cde91
S2,2026.18.3,byte_param,-O0,correct,0,1,1,True,0,650d46e37f3e435ad3a69facaafeed8f8d874eda76d6ce3d476ffc3e0082faec,f86972f19f831cc502a9259c8bd6ccdd516e61b07f7ce70400eef7ad45c77fe1
S2,2026.18.3,byte_param,-O3,correct,0,1,1,True,0,650d46e37f3e435ad3a69facaafeed8f8d874eda76d6ce3d476ffc3e0082faec,db56f63d6933c8356cca2d907400695d85546203aba8a9e36e2ff4b36ead5994
S2,2026.18.3,byte_return,-O0,correct,0,1,1,True,0,c5e45b4930eead5e64b3754ad8d2c64f2d9b0586ac86ee843679f0d28e6a06c5,e5b478998fcf131f6fa3cb5abb4cc025ff2a0dbee8ca8f966baa376c54e71f7a
S2,2026.18.3,byte_return,-O3,correct,0,1,1,True,0,c5e45b4930eead5e64b3754ad8d2c64f2d9b0586ac86ee843679f0d28e6a06c5,8d2fb96be41ab01a0c7049bf93d42c5096268377c77b9a6a9418e9c5e598c883
S2,2026.18.3,byte_helper_index,-O0,correct,0,1,1,True,0,903f885049f0a58d5ef756b58216a475572b2c6a119db510d2669937a0af6312,39b375ba33cfdd4e8c72773012d84f159e3da61d6b417c558ba970fc906ce68f
S2,2026.18.3,byte_helper_index,-O3,correct,0,1,1,True,0,903f885049f0a58d5ef756b58216a475572b2c6a119db510d2669937a0af6312,db56f63d6933c8356cca2d907400695d85546203aba8a9e36e2ff4b36ead5994
S2,2026.18.3,byte_templated_local,-O0,correct,0,1,1,True,0,96038068e89a56878674415650d857f2aa5a7d90258eb7e03d720eb539fb7ff5,f25481c33902c5844d1470aca0ead8cfc7e08eb68eafbf8555e1bbcce43580a7
S2,2026.18.3,byte_templated_local,-O3,correct,0,1,1,True,0,96038068e89a56878674415650d857f2aa5a7d90258eb7e03d720eb539fb7ff5,8e88f2e25e9dc37619374ce00e37d8837359a9a84a5e8c62be17486c4e933add
S2,2026.18.3,structured_direct,-O0,correct,0,1,1,True,0,dcc4b9eb3f281dba5ca7723c64335f04b5e8a2a3fa445ad06b8b01f26bdebe52,b8a118db72efddd915a7c3823e6b8c19feb64d5b746275e3a391d033a3ddcfc5
S2,2026.18.3,structured_direct,-O3,correct,0,1,1,True,0,dcc4b9eb3f281dba5ca7723c64335f04b5e8a2a3fa445ad06b8b01f26bdebe52,be62ce266341f202145733b3e3281a33464ff381859c5c938e50c152a9e52dd2
S2,2026.18.3,structured_local,-O0,correct,0,1,1,True,0,37ab0b51e94bd48a9c311e308d527c1be2a3dd80232d39c6c5f54dd981caa37c,f9eeb8a630c5c0a2fd9134e337f3af266af868987ecee1ad07b45170565bfb85
S2,2026.18.3,structured_local,-O3,correct,0,1,1,True,0,37ab0b51e94bd48a9c311e308d527c1be2a3dd80232d39c6c5f54dd981caa37c,ec735bb9fa18315b8ffa16e59930bcda8e85aa26eeff9b78d1536c00339bca56
S2,2026.18.3,rwbyte_local,-O0,correct,0,1,1,True,0,4e5ccb275ad3d0183c493fd8af3c8a9504a5b0d365ed2534227a75ee4c01e938,ae08f3cc6e8cbc5766b0e729f0db46f658db7e8202b654b54924434cb99cac0a
S2,2026.18.3,rwbyte_local,-O3,correct,0,1,1,True,0,4e5ccb275ad3d0183c493fd8af3c8a9504a5b0d365ed2534227a75ee4c01e938,be0a68191183267e762344c176d699f13c6072b71d8e52d0d4fbf06eddb0bcd8
S2,2026.18.3,byte_helper_annotated_arg,-O0,missing_both,0,1,0,False,0,9412743811d9351e2f36a9bf1e9cfd1debc34fa33af224cbdb036fc84e0959e4,6a94dec5df90296ee21405ba13b2b8dd256e01a1fe7dc92a7936699d4eb39943
S2,2026.18.3,byte_helper_annotated_arg,-O3,missing_both,0,1,0,False,0,9412743811d9351e2f36a9bf1e9cfd1debc34fa33af224cbdb036fc84e0959e4,49a6613add767de761204464729d2a866737b521c03178c44ee2695c7a44a42d
S2,2026.18.3,byte_index_rewrapped,-O0,correct,0,1,1,True,0,42d4e1f90d824e3270241de5d62e7d13231ac0da4471d42d0e7c24f9f1b7555b,0256e67b3bccc6182ffacf447815302230e79e65caae408692cc06a488828d68
S2,2026.18.3,byte_index_rewrapped,-O3,correct,0,1,1,True,0,42d4e1f90d824e3270241de5d62e7d13231ac0da4471d42d0e7c24f9f1b7555b,015a821aec7734f70aba59bd6b7353a11582bcbc17ce0ee138ca2352498cde91
S2,2026.18.3,fixed_byte_local,-O0,correct,0,1,1,True,0,bc494ff46db6fa598baf4e4c2e67897f84e15f46e9067cf8bb259e4e05a96874,16319559e817ad700c9c959c193efbda24bfc4e288fcf893a9ee7654888e8c3e
S2,2026.18.3,fixed_byte_local,-O3,correct,0,1,1,True,0,bc494ff46db6fa598baf4e4c2e67897f84e15f46e9067cf8bb259e4e05a96874,be336fe0eeb4de3f08636a023f7d14fbccee5b7abf577475267d65281c9cbf1f
S2,2026.18.3,fixed_byte_direct,-O0,correct,0,1,1,True,0,64442c84724469610ca0f9ac321881e9c6b7bd7050a44c25069f513e37827c8b,972dbf505dd59aec95645b835dd665fd3e14f03095cae5b88d80a603dadd7323
S2,2026.18.3,fixed_byte_direct,-O3,correct,0,1,1,True,0,64442c84724469610ca0f9ac321881e9c6b7bd7050a44c25069f513e37827c8b,54f03706abf362ca401988458348b58f5dba0dee3de4136775e1ce8a8adfa286
S2,2026.18.3,byte_uniform,-O0,uniform_control,0,1,0,False,0,e4c6dcc1e806b9a7dac28f2d163eceae1d0c38952624ed451e4b43071856e56a,002cb98c35b562529039c548d933625bdfaa493078ea7b04e34fd78ef1f5052f
S2,2026.18.3,byte_uniform,-O3,uniform_control,0,1,0,False,0,e4c6dcc1e806b9a7dac28f2d163eceae1d0c38952624ed451e4b43071856e56a,d4497091e6b2435058e349116164f94d860f571aea3068fcc2bf0d79a4556591
S2,2026.18.3,byte_noinline_arg,-O0,missing_both,0,1,0,False,0,b9caceade143e7616c1ca2de2c31d2d04866e04844082a3555e52a08b448136f,30ae12dc27c0c22f7640af8015e9072c67e21fba60cab236b8ebbb2b310a2a5d
S2,2026.18.3,byte_noinline_arg,-O3,missing_both,0,1,0,False,0,b9caceade143e7616c1ca2de2c31d2d04866e04844082a3555e52a08b448136f,0b21afe1e909710251ffcbd15ae9229d39a9515b297e20ea69ff061fa88275f3
S2,2026.18.3,byte_noinline_inside,-O0,correct,0,1,1,True,0,57d0c677ebb0f24e6913313d18276179789db0d3fed00b4b82a8cb0281250aa1,d7bae238df6bbb1d7b11d17c1f76231454858cef0b45e70ae04499cdbf483205
S2,2026.18.3,byte_noinline_inside,-O3,correct,0,1,1,True,0,57d0c677ebb0f24e6913313d18276179789db0d3fed00b4b82a8cb0281250aa1,28e0beaf74d498d967b6d07c648066655ab64c72e78ce2d3a56d7497ea69e610
